Over_Ball,Batting_Team,Bowling_Team,Stadium,Runs_Scored,Extras,Fallen_Wickets,Cumulative_Runs_Scored
15.3,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,2,0,4,125
6.4,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,4,0,1,56
9.4,Islamabad United,Karachi Kings,National Stadium Karachi,1,0,2,74
13.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,5,96
9.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,110
15.3,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,3,151
15.6,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,145
9.5,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,3,61
13.5,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,4,102
13.7,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,1,0,4,152
3.6,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,0,37
16.5,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,1,0,2,147
2.7,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,0,25
18.2,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,7,170
17.4,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,5,128
4.4,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,0,1,33
1.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,8
0.5,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,0,2
2.3,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,4,0,0,14
17.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,4,6,125
5.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,29
10.1,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,0,94
19.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,10,126
6.2,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,1,0,3,70
19.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,4,0,7,157
4.1,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,0,37
19.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,6,138
2.5,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,0,23
8.5,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,1,95
17.4,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,1,0,3,174
5.1,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,0,51
5.5,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,50
13.6,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,6,86
2.1,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,0,0,1,8
14.3,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,6,0,3,117
8.3,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,3,54
6.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,1,33
11.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,1,113
3.3,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,1,18
17.6,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,151
10.4,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,2,0,1,91
4.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,1,36
15.4,Lahore Qalandars,Peshawar Zalmi,Sheikh Zayed Stadium Abu Dhabi,1,0,5,94
13.6,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,8,74
11.4,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,4,0,2,99
14.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,6,0,6,93
13.7,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,5,86
16.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,4,0,4,150
0.4,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,0,4
0.6,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,0,7
0.4,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,0,2
11.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,5,56
15.6,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,4,112
3.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,4,0,0,24
0.2,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,1
2.4,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,11
19.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,6,0,5,143
7.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,43
5.4,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,4,0,0,47
4.4,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,4,0,1,33
16.6,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,3,149
1.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,2,0,0,12
11.4,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,3,87
11.5,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,1,100
8.6,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,1,83
1.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,0,3
11.1,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,1,0,5,89
3.4,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,1,17
9.1,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,56
9.2,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,4,0,0,91
6.1,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,1,0,1,40
15.4,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,4,137
11.2,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,2,0,3,89
0.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,0,0
17.4,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,136
1.2,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,4,0,1,12
4.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,0,42
15.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,1,0,157
9.4,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,3,61
15.1,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,71
9.1,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,1,69
1.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,7
11.2,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,1,0,3,71
9.5,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,47
5.4,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,24
9.1,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,1,91
1.3,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,16
8.3,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,3,49
16.1,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,6,110
5.4,Islamabad United,Lahore Qalandars,National Stadium Karachi,1,0,2,69
5.6,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,1,0,2,62
11.2,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,2,94
12.6,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,3,75
12.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,4,94
6.2,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,0,0,1,41
10.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,1,99
7.5,Lahore Qalandars,Karachi Kings,National Stadium Karachi,4,0,1,64
2.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,4,0,0,20
12.4,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,90
16.6,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,4,0,6,101
17.5,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,9,121
3.2,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,1,21
9.6,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,2,82
7.3,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,45
5.2,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,1,0,2,61
17.1,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,3,164
11.2,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,4,0,3,124
1.1,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,0,9
10.1,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,6,0,3,71
15.3,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,5,112
13.1,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,6,92
13.4,Islamabad United,Karachi Kings,National Stadium Karachi,0,0,3,93
19.4,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,2,0,4,179
17.1,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,1,0,3,131
13.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,6,70
9.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,1,94
13.5,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,6,94
11.7,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,2,109
7.4,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,1,0,5,81
2.5,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,17
16.3,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,4,0,1,151
16.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,5,128
16.4,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,1,2,147
16.2,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,1,6,119
15.3,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,4,0,2,164
14.6,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,5,109
14.6,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,4,0,1,130
2.2,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,3,13
5.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,2,0,48
8.6,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,2,74
19.6,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,4,0,6,200
18.3,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,5,133
9.4,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,1,0,2,57
10.4,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,78
11.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,1,61
13.6,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,112
0.4,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,0,1
18.2,Islamabad United,Karachi Kings,National Stadium Karachi,1,0,6,118
12.1,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,1,100
15.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,2,121
10.6,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,3,78
1.2,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,6
12.5,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,3,116
14.1,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,1,0,4,104
19.5,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,5,148
3.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,0,31
6.2,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,2,0,2,48
0.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,4
19.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,0,0,4,185
11.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,77
11.3,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,1,0,4,84
7.4,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,33
14.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,96
7.2,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,1,60
15.5,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,129
14.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,4,0,5,106
18.3,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,6,114
10.5,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,5,66
16.5,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,132
12.1,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,1,0,3,92
0.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,0,5
8.2,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,1,0,5,100
19.1,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,7,171
3.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,12
11.4,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,1,0,2,137
5.3,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,2,29
8.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,2,67
2.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,6,0,0,17
6.5,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,58
18.5,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,4,191
14.2,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,5,93
1.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,0,1
6.2,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,0,0,2,40
2.2,Peshawar Zalmi,Islamabad United,National Stadium Karachi,4,0,0,16
11.2,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,6,47
13.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,2,0,4,95
12.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,3,84
1.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,10
6.4,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,1,48
11.3,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,2,0,3,75
10.1,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,3,98
17.5,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,7,114
10.4,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,75
8.6,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,2,68
17.7,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,2,0,4,184
1.4,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,4,0,1,10
9.1,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,2,47
6.6,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,1,60
4.4,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,2,0,1,28
3.1,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,1,14
5.4,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,0,0,1,34
6.3,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,6,0,1,38
10.1,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,3,40
15.6,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,2,0,1,159
19.1,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,4,0,4,147
7.3,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,1,62
4.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,0,41
9.2,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,1,94
8.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,79
17.2,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,6,163
11.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,77
11.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,76
6.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,1,32
6.2,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,4,0,0,60
8.5,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,0,1,0,76
2.3,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,1,0,1,9
4.6,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,1,0,1,40
13.3,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,6,78
3.1,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,4,0,0,33
0.6,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,0,0,0,5
10.2,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,4,48
13.4,Karachi Kings,Islamabad United,National Stadium Karachi,0,0,3,123
8.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,2,0,0,76
10.2,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,1,0,4,58
10.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,2,0,1,102
14.5,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,3,90
16.5,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,4,0,5,135
0.7,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,4
17.2,Karachi Kings,Islamabad United,National Stadium Karachi,0,0,7,151
11.4,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,0,0,2,96
13.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,2,124
9.6,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,4,0,3,99
15.2,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,7,78
7.4,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,0,1,63
0.3,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,4,0,0,4
0.4,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,0,3
9.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,72
18.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,7,129
14.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,101
7.2,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,56
12.1,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,3,85
2.2,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,10
10.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,1,96
2.2,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,2,10
18.3,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,0,0,7,164
2.2,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,0,0,9
4.2,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,2,18
7.4,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,4,46
4.2,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,2,26
11.5,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,95
12.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,5,61
11.4,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,6,47
3.5,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,1,22
10.7,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,2,83
15.4,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,1,0,3,142
12.7,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,6,90
3.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,0,31
7.3,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,51
13.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,6,0,1,127
15.4,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,1,0,5,85
14.6,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,6,96
10.5,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,1,97
2.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,23
10.5,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,72
3.5,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,4,0,0,35
15.4,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,4,132
0.2,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,0,6
3.6,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,2,17
9.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,1,46
0.5,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,4,0,0,7
12.3,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,0,0,3,93
17.2,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,2,141
0.2,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,0,0
12.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,2,89
12.2,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,2,104
19.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,7,152
12.3,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,0,0,2,97
14.5,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,4,101
13.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,94
5.7,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,4,0,1,57
5.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,2,21
3.7,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,2,36
8.1,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,1,0,3,31
12.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,2,0,1,110
1.1,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,0,1
14.1,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,101
5.1,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,30
1.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,0,3
5.3,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,1,0,2,41
8.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,0,80
6.2,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,3,39
6.1,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,1,0,3,69
10.6,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,2,79
13.3,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,4,0,3,113
9.3,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,0,0,2,101
14.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,6,96
12.4,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,3,86
8.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,2,67
